name	ensembl_id	gene_name	synonyms
minichromosome maintenance complex component 2	ENSG00000073111	MCM2	MCM2,CCNL1,CDCL1,D3S3194,KIAA0030,BM28,CDC19,DFNA70
forkhead box G1	ENSG00000176165	FOXG1	FOXG1,FKHL2,FOXG1B,FKHL4,FKH2,FKHL1,FOXG1C,FKHL3,FOXG1A,HFK2,QIN,BF1,HFK1,HFK3,HBF-3
RuvB like AAA ATPase 2	ENSG00000183207	RUVBL2	RUVBL2,RVB2,TIP48,TIP49B,REPTIN52,ECP51,TIH2,INO80J
S100 calcium binding protein B	ENSG00000160307	S100B	S100B,S100BETA
MCF.2 cell line derived transforming sequence	ENSG00000101977	MCF2	MCF2,DBL,ARHGEF21
MOS proto-oncogene, serine/threonine kinase	ENSG00000172680	MOS	MOS
general transcription factor IIA subunit 1	ENSG00000165417	GTF2A1	GTF2A1,TFIIA
cysteine rich angiogenic inducer 61	ENSG00000142871	CCN1	CYR61,IGFBP10,GIG1,CCN1
xin actin binding repeat containing 1	ENSG00000168334	XIRP1	XIRP1,CMYA1,DKFZP451D042,XIN
nuclear mitotic apparatus protein 1	ENSG00000137497	NUMA1	NUMA1
interleukin 24	ENSG00000162892	IL24	IL24,ST16,MDA-7,IL10B,MOB-5,C49A,FISP,IL-24
RNA binding motif protein 5	ENSG00000003756	RBM5	RBM5,LUCA15,H37
leucine rich repeat containing G protein-coupled receptor 6	ENSG00000133067	LGR6	LGR6,FLJ14471
NIPBL, cohesin loading factor	ENSG00000164190	NIPBL	NIPBL,IDN3,DKFZP434L1319,FLJ11203,FLJ12597,FLJ13354,FLJ13648,SCC2
FES proto-oncogene, tyrosine kinase	ENSG00000182511	FES	FES,FPS
high mobility group box 1	ENSG00000189403	HMGB1	HMGB1,HMG1,HMG3,SBP-1,DKFZP686A04236
ENAH, actin regulator	ENSG00000154380	ENAH	ENAH,FLJ10773,NDPP1,MENA
LDL receptor related protein 5	ENSG00000162337	LRP5	LRP5,LRP7,OPPG,EVR1,LR3,BMND1,HBM,OPS,OPTA1,VBCH2,EVR4
R-spondin 2	ENSG00000147655	RSPO2	RSPO2,MGC35555
retinoic acid receptor beta	ENSG00000077092	RARB	RARB,HAP,NR1B2,RRB2
growth differentiation factor 10	ENSG00000266524	GDF10	GDF10,BMP-3B
SH3 domain containing GRB2 like 1, endophilin A2	ENSG00000141985	SH3GL1	SH3GL1,SH3P8,SH3D2B,CNSA1,EEN,MGC111371
forkhead box P3	ENSG00000049768	FOXP3	FOXP3,IPEX,JM2,XPID,AIID,PIDX,DIETER,SCURFIN
clusterin	ENSG00000120885	CLU	CLU,CLI,APOJ,SGP-2,SP-40,TRPM-2,KUB1,CLU1,CLU2
tubulin tyrosine ligase like 3	ENSG00000214021	TTLL3	TTLL3,DKFZP434B103,HOTTL
FXYD domain containing ion transport regulator 5	ENSG00000089327	FXYD5	FXYD5,OIT2
Rho guanine nucleotide exchange factor 4	ENSG00000136002	ARHGEF4	ARHGEF4,STM6,KIAA1112,ASEF
myotubularin related protein 3	ENSG00000100330	MTMR3	MTMR3,KIAA0371,ZFYVE10,FYVE-DSP1
cell division cycle 42	ENSG00000070831	CDC42	CDC42,G25K,CDC42HS
TNF receptor superfamily member 11a	ENSG00000141655	TNFRSF11A	TNFRSF11A,PDB2,LOH18CR1,RANK,CD265,FEO
breast carcinoma amplified sequence 4	ENSG00000124243	BCAS4	BCAS4,FLJ20495,CNOL
CYLD lysine 63 deubiquitinase	ENSG00000083799	CYLD	CYLD,CYLD1,KIAA0849,USPL2
ring finger protein 43	ENSG00000108375	RNF43	RNF43,FLJ20315,DKFZP781H0392,URCC
TNF receptor associated factor 7	ENSG00000131653	TRAF7	TRAF7,RFWD1,RNF119,DKFZP586I021,MGC7807
Janus kinase 3	ENSG00000105639	JAK3	JAK3,L-JAK,JAKL,LJAK,JAK3_HUMAN,JAK-3
T cell receptor alpha locus		TRAC	TRAC,TCRA,TRA@
chimerin 1	ENSG00000128656	CHN1	CHN1,CHN,DURS2,RHOGAP2,ARHGAP2,N-CHIMERIN
RELA proto-oncogene, NF-kB subunit	ENSG00000173039	RELA	RELA,NFKB3,P65
G1 to S phase transition 1	ENSG00000103342	GSPT1	GSPT1,GST1,ETF3A,ERF3A
RAP2B, member of RAS oncogene family	ENSG00000181467	RAP2B	RAP2B
AF4/FMR2 family member 3	ENSG00000144218	AFF3	AFF3,LAF4,MLLT2-LIKE
PAF1 homolog, Paf1/RNA polymerase II complex component	ENSG00000006712	PAF1	PAF1,PD2,F23149_1,FLJ11123
ventricular zone expressed PH domain containing 1	ENSG00000197415	VEPH1	VEPH1,FLJ12604,KIAA1692
T cell receptor delta locus		TRGC1	TRGC1,TCRD,TRD@,TCRDV1
thyroid hormone receptor alpha	ENSG00000126351	THRA	THRA,THRA1,THRA2,ERBA1,EAR-7.1/EAR-7.2,THRA3,AR7,ERBA,NR1A1
zinc finger DHHC-type containing 18	ENSG00000204160	ZDHHC18	ZDHHC18,DKFZP667O2416
phospholipase A2 group IVA	ENSG00000116711	PLA2G4A	PLA2G4A,PLA2G4,CPLA2-ALPHA
nuclear receptor subfamily 2 group F member 6	ENSG00000160113	NR2F6	NR2F6,ERBAL2,EAR-2,EAR2
fibroblast growth factor 7	ENSG00000140285	FGF7	FGF7,KGF
epidermal growth factor	ENSG00000138798	EGF	EGF
chromodomain helicase DNA binding protein 3	ENSG00000170004	CHD3	CHD3,MI-2A,ZFH,MI2-ALPHA
WW domain containing oxidoreductase	ENSG00000186153	WWOX	WWOX,FOR,WOX1,SDR41C1
ectonucleotide pyrophosphatase/phosphodiesterase 7	ENSG00000182156	ENPP7	ENPP7,ALK-SMASE,NPP7
galactosamine (N-acetyl)-6-sulfatase	ENSG00000141012	GALNS	GALNS,GAS,GALNAC6S
tumor protein p53 binding protein 2	ENSG00000143514	TP53BP2	TP53BP2,PPP1R13A,ASPP2,53BP2
bromodomain and WD repeat domain containing 3	ENSG00000165288	BRWD3	BRWD3,FLJ38568,MRX93
GLI family zinc finger 1	ENSG00000111087	GLI1	GLI1,GLI
DEAD-box helicase 1	ENSG00000079785	DDX1	DDX1,DBP-RB
phosphodiesterase 4D	ENSG00000113448	PDE4D	PDE4D,DPDE3
interleukin 2	ENSG00000109471	IL2	IL2,IL-2,TCGF
diphthamide biosynthesis 1	ENSG00000108963	DPH1	DPH1,DPH2L,DPH2L1,OVCA1
RAS like family 11 member B	ENSG00000128045	RASL11B	RASL11B
LIM domain kinase 1	ENSG00000106683	LIMK1	LIMK1,LIMK
FGR proto-oncogene, Src family tyrosine kinase	ENSG00000000938	FGR	FGR,SRC2,C-FGR,P55C-FGR
calcitonin related polypeptide alpha	ENSG00000110680	CALCA	CALCA,CALC1
regulator of G protein signaling 1	ENSG00000090104	RGS1	RGS1,IER1,1R20,IR20,BL34
S-antigen visual arrestin	ENSG00000130561	SAG	SAG,ARRESTIN,RP47
coiled-coil-helix-coiled-coil-helix domain containing 7	ENSG00000170791	CHCHD7	CHCHD7,MGC2217,COX23
insulin like growth factor 2 receptor	ENSG00000197081	IGF2R	IGF2R,CD222,MPRI,MPR1,CIMPR,M6P-R,CI-M6PR,CI-MPR,MPR300
AXL receptor tyrosine kinase	ENSG00000167601	AXL	AXL,UFO,JTK11,TYRO7,ARK
promyelocytic leukemia	ENSG00000140464	PML	PML,MYL,TRIM19,RNF71
phosphoinositide-3-kinase regulatory subunit 2	ENSG00000105647	PIK3R2	PIK3R2,P85B,P85
nuclear receptor coactivator 6	ENSG00000198646	NCOA6	NCOA6,KIAA0181,RAP250,ASC2,AIB3,PRIP,TRBP,NRC
matrix metallopeptidase 9	ENSG00000100985	MMP9	MMP9,CLG4B
phosphoinositide-3-kinase regulatory subunit 5	ENSG00000141506	PIK3R5	PIK3R5,P101-PI3K,P101
CDC28 protein kinase regulatory subunit 1B	ENSG00000173207	CKS1B	CKS1B,CKSHS1,CKS1
estrogen receptor binding site associated, antigen, 9	ENSG00000147654	EBAG9	EBAG9,EB9,RCAS1
forkhead box A1	ENSG00000129514	FOXA1	FOXA1,HNF3A
A-Raf proto-oncogene, serine/threonine kinase	ENSG00000078061	ARAF	ARAF,ARAF1
ubiquitin specific peptidase 38	ENSG00000170185	USP38	USP38,KIAA1891,HP43.8KD
solute carrier family 22 member 23	ENSG00000137266	SLC22A23	SLC22A23,C6ORF85,FLJ22174
thymidine phosphorylase	ENSG00000025708	TYMP	TYMP,MNGIE,ECGF1
heterogeneous nuclear ribonucleoprotein K	ENSG00000165119	HNRNPK	HNRNPK,HNRPK,CSBP,TUNP
prolactin receptor	ENSG00000113494	PRLR	PRLR
MLLT10, histone lysine methyltransferase DOT1L cofactor	ENSG00000078403	MLLT10	MLLT10,AF10
Cbl proto-oncogene B	ENSG00000114423	CBLB	CBLB,RNF56,CBL-B
nuclear factor of activated T cells 2	ENSG00000101096	NFATC2	NFATC2,NF-ATP,NFATP,NFAT1
NGFI-A binding protein 2	ENSG00000166886	NAB2	NAB2,MADER
DLG associated protein 1	ENSG00000170579	DLGAP1	DLGAP1,GKAP,SAPAP1,DAP-1
nuclear factor I X	ENSG00000008441	NFIX	NFIX,NF1A
SET binding protein 1	ENSG00000152217	SETBP1	SETBP1,SEB,KIAA0437
NAD(P)H quinone dehydrogenase 1	ENSG00000181019	NQO1	NQO1,NMOR1,DIA4,DHQU,QR1,DTD
serologically defined colon cancer antigen 8	ENSG00000054282	SDCCAG8	SDCCAG8,NY-CO-8,CCCAP,SLSN7,NPHP10,BBS16
CD6 molecule	ENSG00000013725	CD6	CD6,TP120
matrix metallopeptidase 14	ENSG00000157227	MMP14	MMP14,MT1-MMP
striatin	ENSG00000115808	STRN	STRN,PPP2R6A,STRN1
potassium voltage-gated channel subfamily H member 1	ENSG00000143473	KCNH1	KCNH1,KV10.1,EAG,H-EAG,EAG1
mature T cell proliferation 1	ENSG00000214827	MTCP1	MTCP1,P13MTCP1,P8MTCP1
calmodulin binding transcription activator 1	ENSG00000171735	CAMTA1	CAMTA1,KIAA0833
ubiquitin specific peptidase 4	ENSG00000114316	USP4	USP4,UNP,UNPH
contactin 6	ENSG00000134115	CNTN6	CNTN6,NB-3
MYCL pseudogene 1		MYCLP1	MYCLP1,MYCL2,MYCL1P1
retinoic acid receptor responder 1	ENSG00000118849	RARRES1	RARRES1,TIG1,LXNL
transcription factor 12	ENSG00000140262	TCF12	TCF12,HEB,HTF4,HST17266,BHLHB20,P64
keratin 73	ENSG00000186049	KRT73	KRT73,KRT6IRS3,K6IRS3
cyclin T1	ENSG00000129315	CCNT1	CCNT1,HIVE1,CCNT,CYCT1
Rho guanine nucleotide exchange factor 12	ENSG00000196914	ARHGEF12	ARHGEF12,KIAA0382,LARG
switching B cell complex subunit SWAP70	ENSG00000133789	SWAP70	SWAP70,KIAA0640,SWAP-70
CDC28 protein kinase regulatory subunit 2	ENSG00000123975	CKS2	CKS2
protein kinase C delta	ENSG00000163932	PRKCD	PRKCD
HLF, PAR bZIP transcription factor	ENSG00000108924	HLF	HLF,MGC33822
TGF-beta activated kinase 1 (MAP3K7) binding protein 3	ENSG00000157625	TAB3	TAB3,MAP3K7IP3
notchless homolog 1	ENSG00000073536	NLE1	NLE1,NLE,FLJ10458
hes family bHLH transcription factor 1	ENSG00000114315	HES1	HES1,HRY,FLJ20408,HES-1,BHLHB39
ATP binding cassette subfamily B member 1	ENSG00000085563	ABCB1	ABCB1,PGY1,MDR1,CLCS,P-GP,CD243,GP170,ABC20
heterogeneous nuclear ribonucleoprotein A2/B1	ENSG00000122566	HNRNPA2B1	HNRNPA2B1,HNRPA2B1
metallophosphoesterase 1	ENSG00000154889	MPPE1	MPPE1,PGAP5
trefoil factor 3	ENSG00000160180	TFF3	TFF3,HITF,ITF
mitogen-activated protein kinase kinase 1	ENSG00000169032	MAP2K1	MAP2K1,PRKMK1,MEK1,MAPKK1
cyclin D2	ENSG00000118971	CCND2	CCND2
signal transducer and activator of transcription 5B	ENSG00000173757	STAT5B	STAT5B
tripartite motif containing 24	ENSG00000122779	TRIM24	TRIM24,TIF1,HTIF1,TIF1A,RNF82
glycosylphosphatidylinositol anchored molecule like	ENSG00000104499	GML	GML,LY6DL
neuralized E3 ubiquitin protein ligase 3	ENSG00000163121	NEURL3	NEURL3,LINCR,LOC93082,RNF132
cyclin dependent kinase 2	ENSG00000123374	CDK2	CDK2
F-box and leucine rich repeat protein 7	ENSG00000183580	FBXL7	FBXL7,KIAA0840,FBL7,FBL6
nibrin	ENSG00000104320	NBN	NBN,NBS,NBS1,ATV,AT-V2,AT-V1
lysine demethylase 5C	ENSG00000126012	KDM5C	KDM5C,SMCX,JARID1C,MRX13,DXS1272E,XE169
insulin like growth factor binding protein 7	ENSG00000163453	IGFBP7	IGFBP7,MAC25,IGFBP-7,PSF,FSTL2
transcription factor EB	ENSG00000112561	TFEB	TFEB,TCFEB,BHLHE35
IKAROS family zinc finger 2	ENSG00000030419	IKZF2	IKZF2,ZNFN1A2,HELIOS
ATM serine/threonine kinase	ENSG00000149311	ATM	ATM,ATA,ATDC,ATC,ATD,TEL1,TELO1
Rho GTPase activating protein 9	ENSG00000123329	ARHGAP9	ARHGAP9,MGC1295,10C
F-box and WD repeat domain containing 4	ENSG00000107829	FBXW4	FBXW4,SHFM3,FBW4,DACTYLIN
purinergic receptor P2X 7	ENSG00000089041	P2RX7	P2RX7,P2X7,MGC20089
vav guanine nucleotide exchange factor 3	ENSG00000134215	VAV3	VAV3
acyl-CoA synthetase long chain family member 6	ENSG00000164398	ACSL6	ACSL6,FACL6,KIAA0837,ACS2,LACS5,LACS2
engulfment and cell motility 1	ENSG00000155849	ELMO1	ELMO1,KIAA0281,CED12,ELMO-1,CED-12
HNF1 homeobox A	ENSG00000135100	HNF1A	HNF1A,MODY3,TCF1,HNF1,LFB1
ubiquitin specific peptidase 15	ENSG00000135655	USP15	USP15,KIAA0529,UNPH4
RAS protein activator like 2	ENSG00000075391	RASAL2	RASAL2,NGAP
homeodomain interacting protein kinase 2	ENSG00000064393	HIPK2	HIPK2
receptor tyrosine kinase like orphan receptor 2	ENSG00000169071	ROR2	ROR2,NTRKR2,BDB,BDB1
glutathione S-transferase theta 1	ENSG00000084207	GSTP1	GSTP1
hes related family bHLH transcription factor with YRPW motif 1	ENSG00000164683	HEY1	HEY1,HESR-1,CHF2,HESR1,HRT-1,CHF-2,HERP2,BHLHB31
cyclin dependent kinase 20	ENSG00000156345	CDK20	CDK20,CCRK,P42
parathyroid hormone	ENSG00000152266	PTH	PTH,PTH1
acyl-CoA synthetase long chain family member 5	ENSG00000197142	ACSL5	ACSL5,FACL5,ACS5,ACS2
interleukin 2 receptor subunit gamma	ENSG00000147168	IL2RG	IL2RG,SCIDX1,IMD4,CIDX,CD132
Gse1 coiled-coil protein	ENSG00000131149	GSE1	GSE1,KIAA0182
kinase insert domain receptor	ENSG00000128052	KDR	KDR,FLK1,VEGFR,VEGFR2,CD309
estrogen receptor 2	ENSG00000140009	ESR2	ESR2,NR3A2,ERB,ER-BETA
tet methylcytosine dioxygenase 1	ENSG00000138336	TET1	TET1,CXXC6,LCX,KIAA1676,BA119F7.1
BUB1 mitotic checkpoint serine/threonine kinase B	ENSG00000156970	BUB1B	BUB1B,BUBR1,MAD3L,BUB1A,SSK1
annexin A1	ENSG00000135046	ANXA1	ANXA1,ANX1,LPC1
Kruppel like factor 4	ENSG00000136826	KLF4	KLF4,EZF,GKLF
pleckstrin homology domain containing A2	ENSG00000169499	PLEKHA2	PLEKHA2,TAPP2
MNAT1, CDK activating kinase assembly factor	ENSG00000020426	MNAT1	MNAT1,MAT1,RNF66
chromogranin A	ENSG00000100604	CHGA	CHGA
CD46 molecule	ENSG00000117335	CD46	CD46,MIC10,MCP,TRA2.10,MGC26544,TLX
ras homolog family member A	ENSG00000067560	RHOA	RHOA,ARH12,ARHA,RHO12,RHOH12
insulin like growth factor binding protein acid labile subunit	ENSG00000099769	IGFALS	IGFALS,ALS
G protein subunit alpha 11	ENSG00000088256	GNA11	GNA11,HHC2,FBH,FBH2,FHH2
perforin 1	ENSG00000180644	PRF1	PRF1,PFP,P1,HPLH2
Vac14, PIKFYVE complex component	ENSG00000103043	VAC14	VAC14,TAX1BP2,FLJ10305,ARPIKFYVE
deltex E3 ubiquitin ligase 3	ENSG00000178498	DTX3	DTX3,FLJ34766,RNF154
Werner syndrome RecQ like helicase	ENSG00000165392	WRN	WRN,RECQL2,RECQ3
BRISC and BRCA1 A complex member 2	ENSG00000158019	BABAM2	BABAM2,BRE,BRCC45,BRCC4
LCK proto-oncogene, Src family tyrosine kinase	ENSG00000182866	LCK	LCK
regulatory factor X5	ENSG00000143390	RFX5	RFX5
ring finger protein 139	ENSG00000170881	RNF139	RNF139,TRC8,RCA1,HRCA1
formin binding protein 1	ENSG00000187239	FNBP1	FNBP1,FBP17,KIAA0554
succinate dehydrogenase complex subunit C	ENSG00000143252	SDHC	SDHC,PGL3,CYB560,CYBL
MACRO domain containing 1	ENSG00000133315	MACROD1	MACROD1,LRP16
TNF receptor superfamily member 17	ENSG00000048462	TNFRSF17	TNFRSF17,BCMA,BCM,CD269,TNFRSF13A
EWS RNA binding protein 1	ENSG00000182944	EWSR1	EWSR1,EWS
tyrosine kinase with immunoglobulin like and EGF like domains 1	ENSG00000066056	TIE1	TIE1,TIE,JTK14
signal transducer and activator of transcription 3	ENSG00000168610	STAT3	STAT3,APRF
neuropeptide Y receptor Y1	ENSG00000164128	NPY1R	NPY1R,NPYR
basic leucine zipper ATF-like transcription factor	ENSG00000156127	BATF	BATF,B-ATF,SFA-2,BATF1
zinc finger protein 35	ENSG00000169981	ZNF35	ZNF35,HF.10,HF10,ZFP105
phosphoinositide-3-kinase regulatory subunit 1	ENSG00000145675	PIK3R1	PIK3R1,GRB1,P85-ALPHA,P85
Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	ENSG00000173166	RAPH1	RAPH1,ALS2CR9,ALS2CR18,KIAA1681
lymphoid enhancer binding factor 1	ENSG00000138795	LEF1	LEF1,TCF1ALPHA,TCF10,TCF7L3
RNF217 antisense RNA 1 (head to head)	ENSG00000236548	RNF217-AS1	RNF217-AS1,STL
AT-rich interaction domain 2	ENSG00000189079	ARID2	ARID2,KIAA1557,DKFZP686G052,FLJ30619,BAF200
polycystin family receptor for egg jelly	ENSG00000130943	PKDREJ	PKDREJ
nuclear factor of activated T cells 5	ENSG00000102908	NFAT5	NFAT5,TONEBP,KIAA0827,NFATL1,OREBP,NFATZ,NF-AT5
G protein subunit alpha 12	ENSG00000146535	GNA12	GNA12,GEP
chromatin licensing and DNA replication factor 1	ENSG00000167513	CDT1	CDT1,DUP,RIS2
RNA binding motif protein 34	ENSG00000188739	RBM34	RBM34,KIAA0117
EMSY, BRCA2 interacting transcriptional repressor	ENSG00000158636	EMSY	EMSY,C11ORF30
ring finger protein 157	ENSG00000141576	RNF157	RNF157,KIAA1917
transmembrane protein 104	ENSG00000109066	TMEM104	TMEM104,FLJ20255,FLJ00021
ST6 beta-galactoside alpha-2,6-sialyltransferase 1	ENSG00000073849	ST6GAL1	ST6GAL1,SIAT1
BRCA1, DNA repair associated	ENSG00000012048	BRCA1	BRCA1,RNF53,BRCC1,PPP1R53,FANCS
KIAA0895 like	ENSG00000196123	KIAA0895L	KIAA0895L,LOC653319
phosphodiesterase 4D interacting protein	ENSG00000178104	PDE4DIP	PDE4DIP,CMYA2,KIAA0477,KIAA0454,MMGL
BRCA1 interacting protein C-terminal helicase 1	ENSG00000136492	BRIP1	BRIP1,OF,BACH1,FANCJ
polybromo 1	ENSG00000163939	PBRM1	PBRM1,BAF180,PB1
transcription factor 3	ENSG00000071564	TCF3	TCF3,E2A,ITF1,MGC129647,MGC129648,BHLHB21,VDIR,E47,P75
phosphatidylethanolamine binding protein 1	ENSG00000089220	PEBP1	PEBP1,PBP,RKIP,HCNP,PEBP
transient receptor potential cation channel subfamily V member 1	ENSG00000196689	TRPV1	TRPV1,VR1
3-ketodihydrosphingosine reductase	ENSG00000119537	KDSR	KDSR,FVT1,DHSR,SDR35C1
cilia and flagella associated protein 20	ENSG00000070761	CFAP20	CFAP20,C16ORF80,GTL3,FSAP23
T cell leukemia translocation altered	ENSG00000145022	TCTA	TCTA
RAR related orphan receptor C	ENSG00000143365	RORC	RORC,RZRG,RORG,NR1F3,TOR
protein phosphatase, Mg2+/Mn2+ dependent 1D	ENSG00000170836	PPM1D	PPM1D,WIP1,PP2C-DELTA
nuclear receptor coactivator 3	ENSG00000124151	NCOA3	NCOA3,RAC3,AIB1,ACTR,P/CIP,TRAM-1,CAGH16,TNRC16,KAT13B,BHLHE42,SRC-3,SRC3
Wilms tumor 1	ENSG00000184937	WT1	WT1,GUD,WAGR,WIT-2,AWT1,NPHS4
fibroblast growth factor 4	ENSG00000075388	FGF4	FGF4,HSTF1,K-FGF,HBGF-4,HST,HST-1,KFGF
microRNA 125a	ENSG00000208008	MIR125A	MIR125A,MIRN125A,HSA-MIR-125A
ATPase phospholipid transporting 8B1	ENSG00000081923	ATP8B1	ATP8B1,FIC1,BRIC,PFIC1,ATPIC,PFIC
potassium channel modulatory factor 1	ENSG00000176407	KCMF1	KCMF1,DEBT91,PCMF,DKFZP434L1021,ZZZ1
mitogen-activated protein kinase 9	ENSG00000050748	MAPK9	MAPK9,PRKM9,JNK2,P54A,SAPK
semaphorin 5B	ENSG00000082684	SEMA5B	SEMA5B,SEMAG,SEMG,KIAA1445,FLJ10372
Rho GTPase activating protein 20	ENSG00000137727	ARHGAP20	ARHGAP20,KIAA1391
zinc finger protein 569	ENSG00000196437	ZNF569	ZNF569,FLJ32053,ZAP1
ERG, ETS transcription factor	ENSG00000157554	ERG	ERG,ERG-3,P55
ubiquitin conjugating enzyme E2 D2	ENSG00000131508	UBE2D2	UBE2D2,UBCH5B,UBC4
eukaryotic translation elongation factor 1 alpha 2	ENSG00000101210	EEF1A2	EEF1A2,STNL,STN,EEF1AL,HS1
forkhead box O3	ENSG00000118689	FOXO3	FOXO3,FKHRL1,FOXO3A,AF6Q21,FOXO2
E2F transcription factor 3	ENSG00000112242	E2F3	E2F3
mucin 13, cell surface associated	ENSG00000173702	MUC13	MUC13,DRCC1
polo like kinase 1	ENSG00000166851	PLK1	PLK1,PLK
programmed cell death 4	ENSG00000150593	PDCD4	PDCD4,H731
armadillo repeat containing X-linked 2	ENSG00000184867	ARMCX2	ARMCX2,ALEX2,KIAA0512,GASP9
transcription elongation factor A1	ENSG00000187735	TCEA1	TCEA1,TCEA,GTF2S,SII,TF2S,TFIIS
SET nuclear proto-oncogene	ENSG00000119335	SET	SET,PHAPII,2PP2A,IPP2A2
neurotrophic receptor tyrosine kinase 2	ENSG00000148053	NTRK2	NTRK2,TRKB
polymeric immunoglobulin receptor	ENSG00000162896	PIGR	PIGR
protein phosphatase 1 regulatory inhibitor subunit 1A	ENSG00000135447	PPP1R1A	PPP1R1A
Y-box binding protein 1	ENSG00000065978	YBX1	YBX1,NSEP1,YB-1,YB1,DBPB,NSEP-1,MDR-NF1,BP-8,CSDB,CSDA2
transcription factor binding to IGHM enhancer 3	ENSG00000068323	TFE3	TFE3,TFEA,BHLHE33
cytochrome P450 family 2 subfamily A member 6	ENSG00000255974	CYP2A6	CYP2A6,CYP2A3,CPA6,CYP2A
C-X-C motif chemokine ligand 10	ENSG00000169245	CXCL10	CXCL10,INP10,SCYB10,IFI10,IP-10,CRG-2,MOB-1,C7,GIP-10
extracellular matrix protein 1	ENSG00000143369	ECM1	ECM1
RecQ like helicase	ENSG00000004700	RECQL	RECQL,RECQ1,RECQL1
sorting nexin 29	ENSG00000048471	SNX29	SNX29,RUNDC2A,FLJ12363
tetratricopeptide repeat domain 39B	ENSG00000155158	TTC39B	TTC39B,C9ORF52,FLJ33868
indoleamine 2,3-dioxygenase 2	ENSG00000188676	IDO2	IDO2,INDOL1
cystatin B	ENSG00000160213	CSTB	CSTB,EPM1,STFB,CST6,PME
apolipoprotein B mRNA editing enzyme catalytic subunit 2	ENSG00000124701	APOBEC2	APOBEC2,ARCD1,ARP1
RAB1A, member RAS oncogene family	ENSG00000138069	RAB1A	RAB1A,RAB1,YPT1
platelet derived growth factor receptor like	ENSG00000104213	PDGFRL	PDGFRL,PRLTS
histone cluster 1 H1 family member c	ENSG00000124610	H1-1	H1-1,H1F2,H1.2,H1S-1,H1C
S100 calcium binding protein A13	ENSG00000189171	S100A13	S100A13
microRNA 106a	ENSG00000284157	MIR106A	MIR106A,MIRN106A,HSA-MIR-106A
kallikrein related peptidase 7	ENSG00000169035	KLK7	KLK7,PRSS6,SCCE
ubiquitin specific peptidase 7	ENSG00000187555	USP7	USP7,HAUSP
myocyte enhancer factor 2C	ENSG00000081189	MEF2C	MEF2C
TEK receptor tyrosine kinase	ENSG00000120156	TEK	TEK,VMCM,TIE2,TIE-2,VMCM1,CD202B
distal-less homeobox 4	ENSG00000108813	DLX4	DLX4,DLX7,DLX9,DLX8,BP1
complement factor properdin	ENSG00000126759	CFP	CFP,PFC
U2 small nuclear RNA auxiliary factor 1	ENSG00000160201	U2AF1	U2AF1,U2AFBP,U2AF35,RNU2AF1,RN
dermatopontin	ENSG00000143196	DPT	DPT
Rho GTPase activating protein 4	ENSG00000089820	ARHGAP4	ARHGAP4,KIAA0131,C1,P115,RHOGAP4,SRGAP4
inhibitor of growth family member 2	ENSG00000168556	ING2	ING2,ING1L,P33ING2
WW domain containing E3 ubiquitin protein ligase 1	ENSG00000123124	WWP1	WWP1,AIP5,DKFZP434D2111
interleukin 3	ENSG00000164399	IL3	IL3,IL-3,MULTI-CSF,MCGF,MGC79398,MGC79399
ES cell expressed Ras	ENSG00000187682	ERAS	ERAS,HRAS2,HRASP
sodium channel epithelial 1 beta subunit	ENSG00000168447	SCNN1B	SCNN1B,ENACBETA
nuclear factor kappa B subunit 1	ENSG00000109320	NFKB1	NFKB1,KBF1,P105,NFKB-P50,P50,NF-KAPPAB,NFKAPPAB,NF-KB1
BCL2 associated athanogene 1	ENSG00000107262	BAG1	BAG1
paired box 8	ENSG00000125618	PAX8	PAX8
cell adhesion molecule L1 like	ENSG00000134121	CHL1	CHL1,CALL,L1CAM2,FLJ44930,MGC132578
BRCA1 associated ATM activator 1	ENSG00000106009	BRAT1	BRAT1,C7ORF27,BAAT1,MGC22916
interleukin 16	ENSG00000172349	IL16	IL16,LCF,IL-16,PRIL-16,HST19289,FLJ42735,FLJ16806
pleiotrophin	ENSG00000105894	PTN	PTN,NEGF1,HBNF,HBGF8
SS18, nBAF chromatin remodeling complex subunit	ENSG00000141380	SS18	SS18,SSXT,SYT
telomerase reverse transcriptase	ENSG00000164362	TERT	TERT,TRT,TP2,TCS1,HEST2,EST2
lysine demethylase 8	ENSG00000155666	KDM8	KDM8,JMJD5,FLJ13798
myeloid leukemia factor 1	ENSG00000178053	MLF1	MLF1
somatostatin receptor 2	ENSG00000180616	SSTR2	SSTR2
LYN proto-oncogene, Src family tyrosine kinase	ENSG00000254087	LYN	LYN,JTK8
receptor for activated C kinase 1	ENSG00000204628	RACK1	RACK1,GNB2L1,GNB2-RS1,H12.3
homeobox A9	ENSG00000078399	HOXA9	HOXA9,HOX1G,HOX1
T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	ENSG00000110719	TCIRG1	TCIRG1,TIRC7,OC-116,OC116,ATP6N1C,ATP6I,A3,ATP6V0A3
fucosyltransferase 8	ENSG00000033170	FUT8	FUT8
F-box and WD repeat domain containing 7	ENSG00000109670	FBXW7	FBXW7,AGO,FLJ11071,SEL-10,SEL10,FBW7,FBX30,CDC4,FBXW6
abhydrolase domain containing 2	ENSG00000140526	ABHD2	ABHD2,LABH2
C-C motif chemokine receptor 9	ENSG00000173585	CCR9	CCR9,GPR28,GPR-9-6,CDW199
